Symbol,Open,High,Low,Vol,Close,Prev. Close,Turnover,Date
DDBL,971.0,987.0,963.1,"12,588.00",980.0,978.0,"12,266,097.90",10-08-2022
DDBL,971.0,987.0,963.1,"12,588.00",980.0,978.0,"12,266,097.90",10-08-2022
DDBL,971.0,987.0,963.1,"12,588.00",980.0,978.0,"12,266,097.90",10-08-2022
DDBL,980.0,990.0,966.1,"7,790.00",966.1,980.0,"7,625,524.50",11-08-2022
DDBL,980.0,990.0,966.1,"7,790.00",966.1,980.0,"7,625,524.50",12-08-2022
DDBL,980.0,990.0,966.1,"7,790.00",966.1,980.0,"7,625,524.50",13-08-2022
DDBL,970.0,982.0,961.0,"3,449.00",965.0,966.1,"3,346,274.80",14-08-2022
DDBL,979.0,"1,001.80",966.0,"7,042.00",990.0,965.0,"6,911,463.00",15-08-2022
DDBL,990.0,"1,014.90",970.0,"10,095.00",980.0,990.0,"9,966,600.40",16-08-2022
DDBL,997.0,997.00,975.0,"4,705.00",981.5,980.0,"4,638,274.00",17-08-2022
DDBL,997.0,"1,005.00",989.0,"7,024.00","1,005.00",981.5,"7,010,689.00",18-08-2022
DDBL,997.0,"1,005.00",989.0,"7,024.00","1,005.00",981.5,"7,010,689.00",19-08-2022
DDBL,997.0,"1,005.00",989.0,"7,024.00","1,005.00",981.5,"7,010,689.00",20-08-2022
DDBL,"1,015.00","1,034.00","1,009.00","7,813.00","1,010.50","1,005.00","7,972,551.80",21-08-2022
DDBL,"1,010.50","1,030.00","1,010.50","8,388.00","1,020.00","1,010.50","8,548,602.90",22-08-2022
DDBL,"1,015.00","1,024.00","1,015.00","2,619.00","1,023.90","1,020.00","2,674,077.00",23-08-2022
DDBL,"1,039.00","1,039.00","1,018.00","4,645.00","1,026.00","1,023.90","4,764,244.00",24-08-2022
DDBL,"1,035.00","1,035.00","1,010.00","7,489.00","1,016.00","1,026.00","7,648,536.20",25-08-2022
DDBL,"1,000.00","1,015.00","1,000.00","1,693.00","1,009.00","1,016.00","1,707,567.00",26-08-2022
DDBL,"1,000.00","1,015.00","1,000.00","1,693.00","1,009.00","1,016.00","1,707,567.00",27-08-2022
DDBL,995.00,"1,000.00",977.20,"6,125.00",985.00,"1,009.00","6,064,703.20",28-08-2022
DDBL,975.00,993.00,975.00,"4,518.00",980.00,985.00,"4,447,121.60",29-08-2022
DDBL,999.60,999.60,975.00,"4,341.00",979.00,980.00,"4,267,951.10",30-08-2022
DDBL,979.00,985.00,970.00,"2,513.00",980.00,979.00,"2,454,636.00",31-08-2022
DDBL,975.00,988.00,962.10,"2,015.00",980.00,980.00,"1,965,579.50",01-09-2022
DDBL,981.00,989.00,971.00,"1,658.00",985.00,980.00,"1,620,318.50",02-09-2022
DDBL,981.00,989.00,971.00,"1,658.00",985.00,980.00,"1,620,318.50",03-09-2022
DDBL,996.00,996.10,983.50,"3,215.00",990.00,985.00,"3,193,147.00",04-09-2022
